# FKCTX_COUNTS 1
# chunk_count=322253
# corpus_sha256=6f363cf9acc1efc0bf7bad645d0fb693a6e08bf3110fbdadcfc123a9e9612b6f
# database_sha256=991a13b8552748ea2c35fb229446809869a0ceee14ba0107a65351c8527efbc2
# seed_sha256=1ca65d164a833af40de728f5d9d8edd831cca8177516f72285ed2d0429a707eb
# sentence_count=248802
# tokenizer_version=1
kind	previous_surface	next_surface	count
B	その	川	87
B	その	店	110
B	その	建物	52
B	その	手紙	119
B	その	映画	136
B	その	時	184
B	その	本	374
B	その	機械	60
B	その	法案	28
B	その	犬	139
B	その	男	240
B	その	町	98
B	その	知らせ	227
B	その	箱	73
B	その	結果	95
B	その	絵	88
B	その	老人	96
B	その	船	72
B	その	計画	284
B	その	試合	68
B	その	話	163
B	その辺	ブラブラ	2
B	その間	ずっと	8
B	そば	座った	8
B	そば	立って	10
B	そよ風	吹いて	3
B	それ	ついて	135
B	それ	やる	37
B	それ	以上	56
B	それ	本当	69
B	それ	自体	18
B	それぞれ	一長一短	2
B	それぞれ	異なった	3
B	それほど	大きくない	3
B	それほど	若くない	3
B	そろそろ	寝る	9
B	そん	なの	76
B	そんな	こと	566
B	そんな	事	58
B	そんな	大金	15
B	そんな	風	24
B	そんなに	速く	16
B	たい	す	48
B	たい	ん	88
B	たい	思います	61
B	たい	思って	173
B	たかった	んだ	43
B	たが	いけん	2
B	たくさん	あります	45
B	たくて	うずうずして	3
B	たくて	しょうがない	3
B	たくて	たまらない	8
B	たくて	たまらなかった	4
B	たこ	と	93
B	たこ	とが	3
B	ただ	ありがとうございました	9
B	ただ	ありがとうございます	14
B	ただ	ち	18
B	ただ	泣く	11
B	ただいま	話し中	3
B	たちの悪い	風邪	5
B	たった	今	53
B	たで	す	16
B	たで	すね	7
B	たとえ	にしても	6
B	たとえ	火の中水の中	3
B	たとえ	雨が降って	9
B	たどり着く	苦労した	3
B	たばこ	やめた	8
B	たばこ	やめる	9
B	たばこ	吸います	3
B	たばこ	吸う	22
B	たばこ	吸って	19
B	たばこ	吸わない	7
B	たび重なる	欠席	2
B	たま	ねぎ	2
B	たまに	ツインテール	2
B	ため	一生懸命	36
B	ため	中止	18
B	ためらい	感じない	2
B	ためらう	ことなく	6
B	ため息	ついた	22
B	ため息	漏らした	2
B	たも	のだ	11
B	たらい	いか	6
B	たらふく	食べた	6
B	たわけ	では	14
B	だいじょ	うぶ	5
B	だった	んだ	137
B	だま	された	27
B	だま	されて	12
B	だんだん	暖	8
B	ち	いない	93
B	ちび	ちび	4
B	ちゃ	だめ	24
B	ちゃ	ダメ	25
B	ちゃ	駄目	22
B	ちゃち	おもちゃ	2
B	ちゃった	んだ	85
B	ちゃんとした	アリバイ	2
B	ちゅう	ちょ	4
B	ちょう	ちょ	2
B	ちょうど	離陸した	5
B	ちょこ	ちょこ	3
B	ちょっと	した	62
B	ちょっと	待って	48
B	ちょろい	ちょろい	2
B	ちらっと	見た	16
B	ちらり	見た	16
B	つ	かま	12
B	つ	かまえた	15
B	つ	くり	13
B	つ	けられ	19
B	つ	こく	12
B	つい	つい	22
B	ついて	何	73
B	ついて	話して	31
B	ついて	話し合った	21
B	ついて	議論した	11
B	ついてた	ねた	3
B	ついに	実現した	6
B	つかぬこと	お伺い	2
B	つき	あい	15
B	つき	あう	6
B	つぎ	込む	3
B	つぎ	込んだ	3
B	つぎ	込んで	4
B	つぐ	らい	6
B	つじつま	合わせ	2
B	つじつま	合わない	3
B	つぶ	した	19
B	つぶら	瞳	2
B	つぼ	み	10
B	つまんで	話せば	2
B	つもり	だった	89
B	つもり	ですか	85
B	つもり	なの	105
B	つり	革	3
B	つれて	画風	2
B	つわり	ひどかった	2
B	てもいい	ですか	49
B	てる	んだ	99
B	で	あり	319
B	で	きてる	30
B	で	ください	222
B	で	たか	107
B	で	ない	116
B	で	ませんでした	46
B	できて	います	37
B	できる	ようになる	20
B	できる	限り	23
B	できるだけ	速く	12
B	でこ	ゆく	2
B	でっち上げる	癖	2
B	での	喫煙	14
B	での	生活	36
B	では	なかった	181
B	では	なくて	40
B	といい	たげ	2
B	といい	んだ	33
B	という	こと	323
B	という	ことになる	21
B	という	わけではない	49
B	という	事実	42
B	という	噂	24
B	という	点	40
B	という	理由	34
B	という	知らせ	34
B	という	結論	20
B	という	言葉	36
B	という	趣旨	7
B	というより	むしろ	52
B	というわけ	いかない	5
B	といた	方がいい	7
B	とう	負け	6
B	とこ	突っ立って	4
B	ところ	だった	147
B	とした	筆致	2
B	として	貫く	3
B	とって	重要	21
B	とても	きれい	35
B	とても	上手	50
B	とても	人気	25
B	とても	寒い	26
B	とても	寒かった	29
B	とても	忙しい	34
B	とても	楽しい	32
B	とても	楽しかった	24
B	とても	親切	51
B	とても	速く	26
B	とても	難しい	37
B	とても	面白い	38
B	とど	まら	16
B	ともに	爆発した	3
B	とりあえず	包帯して	3
B	とんとん	叩いた	2
B	どう	しようもない	14
B	どう	すれば	79
B	どう	だった	69
B	どう	ですか	158
B	どう	やって	272
B	どう	思います	52
B	どう	思う	56
B	どういう	了見	2
B	どういう	意味	61
B	どういう	風の吹き回し	2
B	どうか	ねた	11
B	どうか	わからない	25
B	どうか	分からない	23
B	どうか	尋ねた	14
B	どうか	提案した	11
B	どうか	疑わしい	26
B	どうか	確かめる	6
B	どうしたらいい	途方	4
B	どうしたらよい	途方	4
B	どうして	そんな	32
B	どうして	そんなに	36
B	どうしても	開かない	10
B	どうぞ	遠慮なく	7
B	どうにか	やりくりして	2
B	どきどき	打って	2
B	どこ	あります	62
B	どこ	いるか	30
B	どこ	ですか	211
B	どこ	住んで	66
B	どこ	置いた	28
B	どこ	行	71
B	どこ	行く	75
B	どこ	行けば	17
B	どこ	行って	47
B	どこ	買えます	10
B	どこか	具合が悪い	6
B	どこか	故障して	14
B	どこからともなく	現れた	2
B	どこにも	行かない	7
B	どこにも	見つからなかった	7
B	どこにも	見当たらなかった	3
B	どさくさ	まぎれ	2
B	どす	黒かった	2
B	どちら	好き	42
B	どちら	言えば	16
B	どっか	勘違い	2
B	どっか	逃げ出して	2
B	どっち	好き	40
B	どっと	流れ出した	2
B	どっと	笑った	5
B	どなた	セキュリティ	2
B	どの	ようにすれば	6
B	どの	生徒	21
B	どの	程度	14
B	どのくらい	かり	22
B	どのくらい	ですか	38
B	どのように	して	59
B	どのように	扱えば	2
B	どれくらい	かり	14
B	どんぐり	オーク	2
B	どんどん	増えて	5
B	どんな	ふう	10
B	どんな	種類	15
B	どんなに	一生懸命	13
B	どんなに	忙しくて	7
B	どんなに	感謝して	7
B	どんなに	粗末	5
B	ない	思う	41
B	なかなか	治らない	4
B	なきゃいけない	んだ	34
B	なぎ	倒	2
B	なくして	しまいました	7
B	なくして	しまった	41
B	なくちゃ	ならない	11
B	なくて	いい	85
B	なくて	寂しい	10
B	なくなって	きた	24
B	なくなって	しまった	27
B	なければ	いけなかった	14
B	なければ	いけません	64
B	なければ	ならなかった	239
B	なければ	ならぬ	11
B	なし	済ます	6
B	なす	まま	15
B	なだれ	込んだ	3
B	なって	いた	158
B	なって	います	70
B	なって	きた	152
B	なって	きて	55
B	なって	しまった	71
B	なり	ち	15
B	なりに	なりました	7
B	なる	こと	104
B	なる	だろう	124
B	なる	でしょう	59
B	なるべく	早く	13
B	なれ	なれ	5
B	なれる	とは限らない	5
B	なんじゃ	いか	18
B	なんて	信じられない	13
B	なんで	こんなに	22
B	なんで	そんな	32
B	なんで	そんなに	34
B	なんと	言	20
B	なんの	苦もなく	2
B	にっこり	笑った	8
B	にっこり	笑って	7
B	にも	劣らず	18
B	にやり	遂げて	2
B	にょっきり	突き出て	2
B	にら	み	8
B	にわか	雨	47
B	に劣らず	頭がいい	2
B	ぬるい	カルピス	2
B	ねぎ	味	2
B	ねじ	回した	2
B	のあまり	小躍りした	2
B	のあまり	我	7
B	のあまり	立ち	6
B	のこぎり	ひいて	2
B	のし	たこ	21
B	のす	かじ	5
B	のぞき	こん	7
B	のぞき	込んだ	2
B	のだ	ろう	291
B	のど	底	5
B	のど	渇いた	6
B	のど	渇いて	9
B	のど	飴	5
B	のび	太	3
B	のみの市	セール	2
B	のように	冷たかった	5
B	のように	見える	33
B	のんびり	過ごす	4
B	はえ	きました	5
B	はか	しゃく	4
B	はか	どら	2
B	はか	ひいて	3
B	はぎ	こち	3
B	はけ	ち	6
B	はさむ	余地	3
B	はしご	昇って	2
B	はす	ごく	111
B	はす	らしかった	12
B	はた	ねた	6
B	はっきり	言って	17
B	はないか	心配して	7
B	はないか	疑った	3
B	はまれ	起こらない	2
B	はる	かに	3
B	はるか	かなた	2
B	はるか	上回って	2
B	ばい菌	扱い	2
B	ばく大	財産	2
B	ばったり	会った	20
B	ばね	ならない	4
B	ばら	ばら	12
B	ばら	引き裂いた	4
B	ひかり	号	2
B	ひき	つける	5
B	ひけ	とらない	4
B	ひげ	そり	3
B	ひげ	剃った	4
B	ひげ	剃って	6
B	ひげ	生やして	2
B	ひっきりなし	降って	3
B	ひと	つ	43
B	ひとり	ぼっち	7
B	ひとりでに	消えた	4
B	ひとりでに	開いた	7
B	ひどい	仕打ち	4
B	ひどい	頭痛	13
B	ひどい	風邪	18
B	ひどい	風邪をひいた	6
B	ひどい	風邪をひいて	5
B	ひどく	黒ずんで	2
B	ひな	たで	2
B	ひなぎく	飛んだ	2
B	ひなびた	温泉	2
B	ひび	入って	7
B	ひび	割れ	2
B	ひも	ほどけた	2
B	ひも	結べない	2
B	ひょっこり	訪ねて	5
B	ひよこ	豆	4
B	びく	しなかった	4
B	びっくり	させ	7
B	びっくり	仰天	2
B	びっくり	仰天した	4
B	びりびり	破	2
B	ぴったり	寄り添って	2
B	ぴんと	張った	2
B	ふ	う	39
B	ふき	こぼれて	2
B	ふり	した	68
B	ぶち	ぶち	2
B	ぶち	まけて	2
B	ぶどう	酒	20
B	ぷかぷか	吸う	2
B	へそ	くり	3
B	ぺちゃくちゃ	喋って	2
B	ほう	い	95
B	ほう	いい	274
B	ほう	まし	30
B	ほう	よさそう	13
B	ほう	マシ	5
B	ほうれん草	嫌い	4
B	ほか	仕方がない	5
B	ほか	仕方がなかった	4
B	ほこり	かぶ	5
B	ほこり	まみれ	2
B	ほっそり	とした	4
B	ほっと	けばい	2
B	ほっぺ	ちゅっ	2
B	ほっぺ	キス	4
B	ほっぺた	真っ赤	2
B	ほっぺた	落ちる	2
B	ほとほと	うんざりして	2
B	ほとんど	いなかった	23
B	ほとんど	不可能	20
B	ほど	美しかった	8
B	ほど	遠い	11
B	ほぼ	同じ	25
B	ほんの	すこ	6
B	ほんの	一握り	4
B	ほんの	冗談	9
B	ほんの	数分	4
B	ぼけ	苦しんで	2
B	ぽっかり	浮かんで	2
B	ま	さる	30
B	ま	ざま	50
B	ま	わ	61
B	まいた	種	6
B	まさかの時	備え	4
B	まさに	青天の霹靂	2
B	まし	たか	50
B	まじ	め	23
B	ますます	多く	18
B	ますます	大きくなって	4
B	まず	第一	28
B	まず	第１	6
B	まず	間違いない	6
B	まだ	起きて	15
B	まち	がって	16
B	までも	倹約	2
B	までも	大柄	2
B	まま	だった	38
B	まら	せ	12
B	まれ	いる	74
B	まれ	まし	40
B	まんま	だま	4
B	み	せ	28
B	み	つけた	18
B	み	ましょう	49
B	み	よう	163
B	み	ろ	37
B	みそ	うに	2
B	みぞれ	降って	2
B	みて	ください	34
B	みな	さい	54
B	むし	むし	5
B	むしろ	学者	8
B	め	がけ	16
B	め	ろ	73
B	めっちゃ	美味しかった	5
B	めん	どう	10
B	もう	そろそろ	22
B	もう	ちょっと	61
B	もう	一つ	49
B	もう	一回	24
B	もう	一杯	46
B	もう	二度	30
B	もう	少し	250
B	もう一度	やって	33
B	もう少しで	泣き出す	2
B	もぐ	もぐ	2
B	もし	よかったら	10
B	もし	ろ	144
B	もし	ろく	26
B	もし	万一	13
B	もし	過ぎる	11
B	もって	代え	2
B	もっと	ゆっくり	19
B	もっと	一生懸命	35
B	もっと	分別	22
B	もっと	早く	68
B	もっと	注意	19
B	もてなし	感謝した	2
B	もの	だった	185
B	もみ	仕打ち	2
B	もむ	かしい	4
B	もめ	ごと	9
B	もや	やし	2
B	もらい	たかった	11
B	もらえ	ませんか	109
B	もらった	方がいい	18
B	もらって	いい	40
B	やきもち	焼く	2
B	やせ	こけ	2
B	やって	いける	13
B	やって	み	51
B	やって	みた	58
B	やま	しかった	4
B	やむを得ない	事情	2
B	やめた	方がいい	13
B	やめる	誓います	2
B	やりがい	感じない	2
B	やりくり	算段	2
B	やり直せる	とした	2
B	ゆく	風情	2
B	ゆすり	取った	2
B	ゆっくり	休む	8
B	ゆっくり	前進した	4
B	ゆっくり	話して	15
B	ゆったり	とした	6
B	よう	した	284
B	よう	して	208
B	よう	しな	94
B	よう	しなかった	40
B	よう	だった	120
B	よう	もの	103
B	よう	努	14
B	よう	努めた	20
B	よう	勧めた	21
B	よう	命じた	29
B	よう	忠告した	29
B	よう	思えた	18
B	よう	思える	21
B	よう	思われる	33
B	よう	見えた	34
B	よう	見える	48
B	よう	言った	102
B	よう	頼んだ	57
B	ようにして	ください	37
B	ようになって	からというもの	3
B	ようになる	だろう	22
B	ようになる	でしょう	14
B	よく	似て	49
B	よく	似合う	18
B	よく	似合って	17
B	よく	働く	27
B	よく	知って	103
B	よそ	よそ	4
B	よそ	者	8
B	よって	かかれた	4
B	よって	書	16
B	よって	決まる	6
B	よって	発明	10
B	よりも	ずっと	32
B	よりも	はるかに	6
B	よりも	むしろ	19
B	よる	もの	27
B	よれ	よれ	3
B	よろ	こん	5
B	よろしい	でしょうか	66
B	よろしい	ですか	101
B	よろしく	伝えて	5
B	れる	筋合い	2
B	ろうそく	火	7
B	わ	せ	93
B	わ	で	90
B	わ	なければならない	62
B	わかって	いない	19
B	わけない	だろ	8
B	わけない	でしょ	9
B	わざと	そうした	5
B	わず	いら	26
B	わずか	収入	8
B	わた	たち	46
B	わっと	泣き出した	26
B	わね	ならない	30
B	わね	ならぬ	5
B	わら	せ	61
B	わんぱく	小僧	2
B	ん	でしょ	21
B	ん	でしょう	38
B	んだ	ろう	247
B	ア	イン	16
B	ア	ウ	11
B	ア	スカ	3
B	ア	リス	68
B	ア	レ	14
B	ア	レック	20
B	ア	ン	144
B	アイ	ザック	2
B	アイス	かき氷	3
B	アイス	食べた	10
B	アイヌ	語	9
B	アイロン	かけた	6
B	アイロン	かけて	7
B	アカウント	乗	3
B	アクセント	第２	2
B	アクリル	板	2
B	アスパラ	ハム	2
B	アップ	デート	11
B	アップル	ジュース	3
B	アトリエ	訪ねる	2
B	アパート	住んで	14
B	アパート	借り	7
B	アパート	借りた	8
B	アパート	空き家	3
B	アフィ	狙い	2
B	アフター	サービス	2
B	アフリカ	ポリオ	2
B	アブ	ラ	3
B	アポロ１１号	月面	2
B	アムステルダム	凄い	2
B	アメリカ	史	8
B	アメリカン	インディアン	2
B	アメリカン	フットボール	4
B	アラ	イヴ	2
B	アラウンド	ビュー	2
B	アラバマ	州	2
B	アラブ	諸国	2
B	アラーム	鳴った	2
B	アル	ファ	9
B	アル	フィー	2
B	アルコール	中毒	4
B	アルコール	含有	2
B	アルコール	類	5
B	アルバム	めくった	2
B	アルバム	めくって	2
B	アルバム	見せて	10
B	アルプス	山脈	5
B	アレルギー	あります	16
B	アロハ	シャツ	2
B	アンケート	用紙	4
B	アンダー	ソ	3
B	アンティーク	ショップ	3
B	アンド	レア	2
B	アース	シップ	2
B	アーチ	型	3
B	アーム	チェア	3
B	イ	ト	124
B	イ	ラ	21
B	イア	ン	36
B	イエス	ついていった	2
B	イエス	マン	3
B	イギリス	人	64
B	イギリス	海峡	7
B	イスラム	教徒	20
B	イタリア	製	6
B	イタリア	語	41
B	イタリアン	パスタ	3
B	イチゴ	ジャム	4
B	イヌ	生き	5
B	イルカ	哺乳類	2
B	イン	シュタイン	16
B	イン	ストール	15
B	インカ	族	8
B	インク	カートリッジ	2
B	インク	書	9
B	インサイダー	取引	4
B	インスタント	ラーメン	5
B	インスタント	食品	2
B	インターネット	接続	3
B	インターン	シップ	5
B	インチ	背が高い	4
B	イントロ	聴いた	2
B	インドネシア	残留	2
B	インフルエンザ	かかって	7
B	インフルエンザ	寝込んで	4
B	インフルエンザ	罹って	2
B	インフレ	抑制	2
B	イースト	ウッド	3
B	イースト	菌	2
B	ウィンター	スポーツ	2
B	ウィンド	サーフィン	5
B	ウィンドウ	ショッピング	2
B	ウイルス	感染	5
B	ウイルス	感染した	2
B	ウェスト	ハンプ	3
B	ウエイト	レス	4
B	ウキウキ	ちゃう	2
B	ウクライナ	主権	2
B	ウッド	夫人	3
B	ウンコ	漏れ	2
B	エア	ポート	2
B	エアコン	つけっぱなし	3
B	エアコン	効いて	2
B	エイ	ミー	9
B	エイズ	撲滅	3
B	エネルギー	源	9
B	エネルギー	資源	6
B	エラー	メッセージ	3
B	エレベータ	故障して	3
B	エンド	ユーザー	2
B	オシッコ	漏れ	2
B	オシロ	タイミング	2
B	オハイオ	州	2
B	オフ	ピーク	2
B	オブラート	包んだ	2
B	オムレツ	作れない	3
B	オランダ	語	11
B	オリンピック	種目	2
B	オリンピック	競技	5
B	オルガン	弾けます	2
B	オレンジ	ジュース	35
B	オン	デマンド	2
B	オンライン	コミュニティ	3
B	オンライン	コース	3
B	オンライン	ショップ	2
B	オンライン	講座	2
B	オーガ	ニック	2
B	オーク	育ちます	2
B	オーストラリア	出身	23
B	オーストラリア	行く	28
B	オーストリア	のど	4
B	オーディオ	ブック	3
B	オート	ミール	4
B	オーバー	テクノロジー	3
B	オープン	ソース	3
B	カ	レ	64
B	カウント	ダウン	3
B	カギ	閉める	2
B	カスタマー	サービス	4
B	カスタード	ま	4
B	カセット	レコーダー	2
B	カタログ	郵送して	2
B	カップ	ケーキ	10
B	カップ	ラーメン	17
B	カップ	麺	3
B	カツ	カツ	2
B	カトリック	教徒	5
B	カトリック	系	2
B	カナダ	人	71
B	カナダ	探検しました	2
B	カバン	運べる	2
B	カビ	生えた	3
B	カフェ	オープン	3
B	カフェイン	レス	2
B	カボチャ	彫った	2
B	カメラ	買った	28
B	カメレオン	皮膚	2
B	カルピス	甘い	2
B	カレッジ	経由	2
B	カン	シャク	2
B	カン	タン	3
B	カンカン	怒って	5
B	カンガルー	オーストリア	2
B	カー	ディーラー	2
B	カー	ナビ	2
B	カーテン	調和しない	2
B	カーテン	開けて	6
B	カートリッジ	交換して	2
B	カード	使えます	9
B	カーペット	敷いた	3
B	カーン	奴隷	4
B	カ国	語	11
B	ガイド	雇えます	2
B	ガス	欠	12
B	ガス	止め	6
B	ガム	噛む	3
B	ガラガラ	ペッ	2
B	ガラス	割った	19
B	ガリ	レイ	3
B	ガレージ	掃除して	2
B	ガン	死んだ	10
B	ガードレール	衝突した	2
B	ガーリック	パン	3
B	ガールフレンド	連れ出した	2
B	キス	した	42
B	キャッチ	ボール	13
B	キャプテン	選んだ	6
B	キャリア	アップ	4
B	キャン	デー	6
B	キャンパス	案内して	2
B	キャンペーン	実施	2
B	キュリー	夫人	2
B	キリスト	教徒	16
B	キリスト教	イスラム教	2
B	キリスト教	信仰して	3
B	キリスト教	信者	2
B	キリン	狩る	2
B	キロ	歩きました	3
B	キロ	走破した	2
B	キング	牧師	10
B	キー	キー	7
B	ギクリ	させ	2
B	ギター	弾いて	19
B	ギター	弾き	4
B	ギター	弾きます	6
B	ギター	弾く	21
B	ギター	弾けます	6
B	ギター	弾ける	4
B	ギリシャ	語	13
B	クイズ	番組	3
B	クソ	ン	61
B	クック	船長	2
B	クビ	なった	13
B	クモ	巣	3
B	クモ	昆虫	3
B	クモの巣	張る	2
B	クラシック音楽	聴く	4
B	クラス	一番	32
B	クラス	全員	14
B	クラスメート	追いつく	3
B	クラッチ	ペダル	4
B	クラブ	入り	7
B	クラブ	入会	4
B	クラブ	入会したい	4
B	クラブ	所属して	5
B	クラン	トン	2
B	クリ	ン	7
B	クリケット	選手	3
B	クリスト	ファー	2
B	クリスマス	プレゼント	25
B	クリスマスカード	送りました	2
B	クリックして	ください	9
B	クリーパー	近づき	2
B	クリーン	エネルギー	2
B	クレジットカード	使えます	3
B	クレジットカード	支払います	2
B	クロス	かけました	2
B	クロスカントリー	スキー	3
B	クロスワード	パズル	5
B	グズ	ベリー	2
B	グラ	ハム	3
B	グランド	キャニオン	3
B	グルテン	アレルギー	2
B	グループ	半々	2
B	グレイ	ソ	3
B	グレイス	怒った	2
B	グローブ	ボックス	2
B	グー	グル	5
B	グー	グー	2
B	グー	チョキ	2
B	グー	テン	2
B	ケチケチ	すんな	2
B	ケモナー	界隈	2
B	ケモナー	集まる	4
B	ケンタ	ウリ	3
B	ケンタウルス座	アル	4
B	ケーブル	カー	4
B	ゲスト	ルーム	2
B	ゲリラ	豪雨	2
B	ゲーム	機	12
B	コ	コ	23
B	コイン	拾った	4
B	コイン	集める	3
B	コスト	パフォーマンス	2
B	コスト	削減	2
B	コミュニティ	属して	2
B	コメント	欄	3
B	コレステロール	値	3
B	コロナ	ワクチン	3
B	コロン	ブス	21
B	コンクリート	ブロック	2
B	コンサート	会場	7
B	コンセント	抜け	3
B	コンセント	飛び出て	2
B	コンテスト	優勝した	3
B	コンテスト	１等賞	2
B	コンビニ	肉まん	2
B	コンビニエンス	ストア	2
B	コース	受講	2
B	コート	着	23
B	コート	着た	8
B	コート	着なかった	2
B	コート	脱いだ	6
B	コート	脱いで	6
B	コーヒー	一杯	17
B	コーヒー	砂糖	16
B	コーヒー	紅茶	12
B	コーヒー	飲み	60
B	コーヒー	飲みます	12
B	コーヒー	飲む	24
B	コーヒー	飲んで	25
B	コーヒー	１杯	12
B	コール	センター	2
B	ゴキブリ	駆除	2
B	ゴミ	捨てる	5
B	ゴミ	袋	5
B	ゴム	手袋	4
B	ゴリラ	財団	4
B	ゴルフクラブ	入会	2
B	ゴロ	ウ	2
B	ゴロゴロ	鳴って	3
B	ゴー	ドン	2
B	ゴール	技	2
B	ゴール	決めた	5
B	ゴール	蹴り	2
B	サイズ	いくつ	7
B	サイド	ブレーキ	2
B	サイレント	ムービー	2
B	サイン	消える	3
B	サシ	飲み	3
B	サッカー	チーム	12
B	サッカー	選手	10
B	サプライ	チェーン	2
B	サプライズ	花火	3
B	サマー	タイム	4
B	サラダ	オイル	3
B	サラダ	フライドポテト	2
B	サンタクロース	信じて	5
B	サンド	ラ	8
B	サンドイッチ	作って	8
B	サー	シ	4
B	サーバー	ダウンして	2
B	サービス	提供	4
B	サービス	貨幣価値	2
B	シ	フェラ	2
B	シェイク	スピア	33
B	シェーク	スピア	21
B	システム	障害	5
B	シチュー	玉ねぎ	3
B	シベリア	経由	3
B	シャツ	アイロン	10
B	シャツ	着	13
B	シャツ	着て	9
B	シャツ	裏返し	6
B	シャツ	野球帽	3
B	シャワー	浴びた	16
B	シャワー	浴びて	22
B	シャワー	浴びました	4
B	シャワー	浴びます	6
B	シャワー	浴びる	14
B	シュガー	レス	4
B	ショック	受けた	14
B	ショック	立ち直った	6
B	ショック	立ち直りました	2
B	ショック	立ち直る	4
B	ショッピング	センター	7
B	ショパン	コンクール	2
B	ショート	ヘア	4
B	ショートカット	キー	2
B	シリンダー	錠	2
B	シン	ディ	5
B	シングル	ルーム	3
B	シーザー	暗殺	2
B	シーツ	敷いた	2
B	シートベルト	着用	3
B	シートベルト	着用して	2
B	シートベルト	締め	6
B	シートベルト	締める	4
B	シール	貼って	2
B	ジェット	旅客機	3
B	ジェントルマン	ボヤール	2
B	ジグソー	糸鋸	2
B	ジャイアンツ	ドラゴンズ	2
B	ジャスト	サイズ	2
B	ジャンボ	機	3
B	ジュ	ディ	32
B	ジュ	リア	11
B	ジュ	リエット	4
B	ジュン	コ	2
B	ジュース	絞り	3
B	ジョン	ソ	33
B	ジョー	ダン	11
B	ジョー	ン	70
B	ジョージア	州	3
B	ジリ	イカす	2
B	ジーンズ	いて	10
B	ジーンズ	履いて	7
B	スイス	風光明媚	2
B	スイッチ	手探り	3
B	スイッチ	触	2
B	スイート	ルーム	4
B	スウェーデン	語	10
B	スカイ	ダイビング	6
B	スカイ	ライナー	2
B	スカーフ	巻いて	2
B	スカーフ	被って	2
B	スキューバ	ダイビング	4
B	スキル	向上	9
B	スキル	磨く	5
B	スキル	習得	4
B	スキー	ジャンプ	4
B	スクリーン	触れ	2
B	スタッフ	ミーティング	3
B	スタン	ティ	2
B	スタート	ダッシュ	2
B	スタート	切った	3
B	ステッカー	貼って	2
B	ステーキ	レア	2
B	スト	ラス	2
B	ストリート	ミュージシャン	3
B	ストレス	たまる	2
B	ストレス	溜め	3
B	ストレス	発散	5
B	ストレス	解消	5
B	ストロベリー	アイス	3
B	スナック	菓子	2
B	スノー	ボーダー	2
B	スピーカー	流れる	2
B	スピーチ	コンテスト	9
B	スピード	上げた	7
B	スピード	出して	7
B	スピード	違反	12
B	スプーン	フォーク	3
B	スペア	キー	7
B	スペア	タイヤ	3
B	スペイン語	話せる	9
B	スポーツ	好き	35
B	スポーツ	選手	11
B	スマホ	いじって	2
B	スマート	ハウス	2
B	スラング	例文	2
B	スリ	御用	2
B	スロー	モーション	4
B	スワヒリ語	訳	2
B	スーツ	クリーニング	3
B	スーツ	着	11
B	スーパー	ヒーロー	4
B	スーパー	ムーン	2
B	スーパー	買い物	9
B	スープ	飲む	12
B	ズボン	アイロン	6
B	ズル	ズル	3
B	ズレ	てて	2
B	セ	ン	11
B	セカンド	オピニオン	2
B	セシウム	検出	2
B	センス	ゼロ	2
B	セント	硬貨	7
B	セントラル	パーク	5
B	セーター	着た	6
B	セーター	編む	2
B	セーター	編んで	7
B	セーター	裏返し	5
B	セーブ	データ	2
B	セール	寄付した	2
B	セールス	マネージャー	2
B	ソ	ン	102
B	ソ	塗布	2
B	ソウル	韓国	2
B	ソナチネ	右手	2
B	ソニー	卿	4
B	ソビエト	社会主義	3
B	ソビエト	連邦	3
B	ソフト	クリーム	5
B	ソーダ	こぼした	2
B	ソーラー	パネル	2
B	タイ	料理	12
B	タイタニック号	処女	2
B	タイプ	打てる	3
B	タイマー	機能	2
B	タイム	ゾーン	2
B	タイム	マガジン	2
B	タイム	誌	3
B	タイヤ	パンク	3
B	タイヤ	パンクした	2
B	タイヤ	空気	10
B	タイヤ	釘	3
B	タオル	拭いて	2
B	タカ	シ	3
B	タク	シ	4
B	タクシー	乗	7
B	タクシー	乗った	18
B	タクシー	乗り場	4
B	タクシー	呼んで	21
B	タクシー	拾う	4
B	タクシー	拾える	2
B	タケ	シ	4
B	タップ	ダンス	3
B	タツノオトシゴ	牧草	2
B	タトゥー	刻	2
B	タナ	エル	3
B	タバコ	ご遠慮ください	4
B	タバコ	ご遠慮下さい	4
B	タバコ	やめた	19
B	タバコ	やめる	9
B	タバコ	吸う	27
B	タバコ	吸った	7
B	タバコ	吸って	52
B	タバコ	吸わない	16
B	タバコ	止める	7
B	タフ	スト	2
B	タワー	訪れました	2
B	タン	パ	3
B	タンカー	こぼす	2
B	タンカー	進水した	2
B	ターン	禁止	2
B	ダイヤ	乱れ	2
B	ダイヤ	本物	3
B	ダイヤル	回した	2
B	ダニ	エル	4
B	ダブル	エスプレッソ	2
B	ダブル	ルーム	3
B	ダム	決壊	2
B	ダム	決壊した	2
B	ダンス	パーティー	14
B	ダンプ	ティ	5
B	ダー	ウィン	12
B	ダーク	ホース	2
B	ダース	単位	5
B	チア	リーダー	2
B	チェック	ポイント	3
B	チェロ	弾いて	2
B	チキ	レ	2
B	チベット	代表	2
B	チャイナ	タウン	2
B	チャット	ルーム	2
B	チャップ	リン	2
B	チャレンジ	精神	3
B	チャンス	逃す	4
B	チャンネル	変えて	3
B	チャンネル	登録	3
B	チュー	バー	3
B	チューリップ	芽	2
B	チョキ	パー	2
B	チョコ	レイト	2
