# FKCTX_COUNTS 1
# chunk_count=322253
# corpus_sha256=6f363cf9acc1efc0bf7bad645d0fb693a6e08bf3110fbdadcfc123a9e9612b6f
# database_sha256=991a13b8552748ea2c35fb229446809869a0ceee14ba0107a65351c8527efbc2
# seed_sha256=1ca65d164a833af40de728f5d9d8edd831cca8177516f72285ed2d0429a707eb
# sentence_count=248802
# tokenizer_version=1
kind	previous_surface	next_surface	count
B	債券	発行	3
B	傷	負った	6
B	傷つけ	たくない	5
B	傷つけない	ようにした	2
B	傷つける	つもり	12
B	傷害	罪	3
B	傾向	ある	73
B	働いて	います	78
B	働き	すぎ	19
B	働き	たくない	11
B	働き	続けた	10
B	働き	続けました	3
B	働き	過ぎ	10
B	儀式	執	2
B	優	くされる	2
B	優れた	ダンサー	3
B	優れた	技巧	2
B	優先	順位	8
B	優等	卒業した	2
B	元	栓	4
B	元	気づけ	5
B	元	気づけた	4
B	元	気づけて	2
B	元	気づける	3
B	元利	支払	2
B	元気	出せ	5
B	充電	器	6
B	先	約	12
B	先生	生徒	42
B	先着	順	2
B	先進	諸国	5
B	先進国	発展途上国	2
B	先頭	立って	5
B	光って	星	3
B	光景	見て	25
B	光栄	存じます	4
B	免税	品	3
B	免税	店	5
B	免許証	拝見	2
B	免許証	見せて	6
B	児童	心理学	2
B	児童	文学	3
B	入	ろう	16
B	入って	きた	83
B	入る	べからず	4
B	入れ	といて	12
B	入れた	まま	11
B	入れて	ください	28
B	入れて	下さい	17
B	入れる	コク	2
B	入れれば	酸味	2
B	入会	申し込んだ	2
B	入国	カード	4
B	入場	料	14
B	入場	無料	7
B	入場券	２枚	3
B	入学	式	9
B	入学	許可	10
B	入学試験	合格	4
B	入学試験	合格した	4
B	入念	準備した	2
B	入試	合格	6
B	入院	てる	17
B	入院	中	32
B	全	精力	9
B	全	財産	18
B	全体	見渡せます	2
B	全力	つく	9
B	全力	尽くした	12
B	全力	尽くして	5
B	全力	尽くします	3
B	全力	尽くす	17
B	全員	出席して	8
B	全然	変	16
B	全身	ずぶ濡れ	3
B	全身	泥まみれ	2
B	全身	筋肉痛	2
B	全速力	走った	5
B	全部	食	21
B	全面	的	15
B	全額	渡して	2
B	八方	散らばった	2
B	八方	美人	6
B	八重	洲	3
B	公	園内	2
B	公	用語	9
B	公共	交通機関	5
B	公共	福祉	2
B	公園	散歩	16
B	公園	散歩して	8
B	公園	遊んで	17
B	公平	でなければならない	3
B	公平	分配	2
B	公平	扱う	4
B	公平	評	8
B	公平	評価すれば	4
B	公式	ドキュメント	2
B	公衆	浴場	2
B	公開	されて	14
B	共同	声明	2
B	共和	党員	3
B	共和国	連邦	2
B	共産	主義者	4
B	具体	的	8
B	具合	悪	15
B	具合	悪い	14
B	具合	悪かった	9
B	典型	的	11
B	内	弁慶	2
B	内側	お下がり	2
B	内側	鍵	6
B	内政	干渉	3
B	内閣	総理大臣	3
B	内陸	部	2
B	円周	率	3
B	冊	本	28
B	再度	ログ	2
B	冒した	くない	5
B	冒涜	赦	2
B	写し	原本	2
B	写真	写って	5
B	写真	撮った	20
B	写真	撮って	44
B	写真	撮り	5
B	写真	撮りました	5
B	写真	撮る	30
B	写真	撮れる	3
B	写真	見せて	16
B	写真	見る	35
B	冷え	冷え	2
B	冷えた	ビール	4
B	冷たい	風	21
B	冷たい	飲み物	16
B	冷めない	うち	5
B	冷や	冷や	2
B	冷凍	室	5
B	冷房	効き	2
B	冷静	判断	10
B	凍り	ついた	4
B	凍る	固体	2
B	凍死	寸前	2
B	凝った	彫刻	2
B	処	せ	7
B	処女	航海	3
B	処方箋	無し	2
B	凧	揚げ	3
B	出	いった	50
B	出	かけ	98
B	出	きた	84
B	出	こない	17
B	出	された	42
B	出	行け	13
B	出	行った	44
B	出かける	前	33
B	出口	向かった	3
B	出口	殺到した	2
B	出席	たわけ	4
B	出席	できなかった	19
B	出席して	いた	23
B	出掛けて	風習	2
B	出来	いる	34
B	出来	ます	25
B	出来るだけ	きちんとして	2
B	出来事	重大視	2
B	出版	された	14
B	出版	される	12
B	出生	率	11
B	出産	おめでとうございます	2
B	出発	延期	10
B	出発	延期した	8
B	出迎え	空港	4
B	出金	制限	2
B	分	断	7
B	分かり	ます	38
B	分け	進んだ	5
B	分け	隔て	2
B	分別	あって	9
B	分厚い	眼鏡	3
B	分野	社会学	2
B	分類	される	7
B	切	もらった	13
B	切り	倒	5
B	切り	離	3
B	切り札	隠し	2
B	切り立った	崖	2
B	切手	収集	6
B	切手	収集して	2
B	切手	貼って	5
B	切手	貼る	4
B	切手	集めて	9
B	切手	集める	9
B	切符	買う	11
B	刈って	もらった	5
B	刑	処	2
B	刑	科	2
B	刑務所	脱走した	2
B	列	並び	3
B	列車	乗り遅れた	24
B	列車	乗り遅れない	11
B	列車	乗り遅れる	9
B	列車	乗る	14
B	列車	定刻	10
B	列車	間に合う	23
B	列車	間に合った	11
B	初	日の出	3
B	初め	会った	34
B	初心者	向き	7
B	初心者	適して	3
B	初期	不良	2
B	初雪	降りました	2
B	初鰹	借金して	2
B	判断して	いけない	7
B	判決	下した	8
B	判決	不服	2
B	別々	お願いします	5
B	別れ	告げた	18
B	別れ	告げて	9
B	別れて	二度と	2
B	利己	的	10
B	利用	すべき	23
B	利用	できる	23
B	利益	得た	11
B	到底	思えない	3
B	制度	廃止した	3
B	制服	着	9
B	制服	着て	5
B	制裁	加える	2
B	制裁	措置	3
B	制限	設ける	2
B	制限	速度	9
B	券	判	2
B	刺	青	4
B	刺さった	棘	2
B	刺殺	されました	2
B	刻	まれ	13
B	前歯	出っ歯	2
B	前者	後者	9
B	前途	多難	2
B	前途	有望	6
B	剛速球	投手	2
B	剣	滅びる	2
B	副	大統領	5
B	割	合わない	10
B	割れた	ガラス	5
B	割れて	しまった	7
B	割引	率	3
B	創設	された	6
B	創造	性	6
B	劇	上演した	2
B	加	古	5
B	加	藤	14
B	加算	されます	3
B	劣らず	頭がよい	3
B	劣悪	労働条件	2
B	助	けられ	9
B	助け	くれた	27
B	助け	必要	31
B	助け	求めた	37
B	助け	求めて	25
B	助け	求める	16
B	助ける	ため	17
B	助言	仰いだ	2
B	助言	求めた	10
B	努	め	18
B	努力	水泡	4
B	努力	重ね	5
B	努力した	にもかかわらず	5
B	励まし	くれた	7
B	労働組合	スト	2
B	労力	省ける	2
B	効率	上がります	2
B	勇敢	戦った	7
B	勇気	感心	4
B	勇気	激賞	2
B	勇気	賞賛	5
B	勉強	てる	58
B	勉強して	います	68
B	勉強して	おけばよかった	6
B	動	なくなった	8
B	動	物の	54
B	動き	とれなかった	2
B	動作	鈍い	2
B	動物園	行った	15
B	動物園	連れて行く	3
B	動画	配信	2
B	動詞	自動詞	2
B	勘弁	てく	5
B	勝って	負けて	3
B	勝つ	見込み	7
B	勝利	収めた	7
B	勝利	収める	3
B	勝利	導いた	2
B	勝敗	左右	2
B	募る	一方	2
B	募集	応募した	2
B	勢い	駆けて	2
B	勤務	中	20
B	勤務	先	8
B	勲章	値する	2
B	匂い	する	35
B	匂い	嗅いだ	3
B	匂い	嗅いで	2
B	包	まれ	31
B	包んで	もらえます	4
B	包帯	巻いて	4
B	包装	紙	3
B	包装	腐敗	2
B	化学	薬品	4
B	化学物質	敏感	2
B	化石	燃料	6
B	北	西部	2
B	北方	領土	4
B	北極	探検	3
B	北極	熊	5
B	北欧	諸国	2
B	匹	釣った	4
B	匹	飼って	33
B	区別	つかない	9
B	区別	つく	8
B	区別	付かない	3
B	医療	保険	4
B	医療	機関	2
B	医療	費	3
B	医者	なる	35
B	医者	呼び	28
B	医者	患者	15
B	医者	診て	37
B	十	年	15
B	十	時	16
B	十分	広さ	6
B	十分	睡眠	12
B	十月	二十日	3
B	千円札	くず	2
B	午前	１０時	12
B	午前	８時	8
B	午前	９時	9
B	午前中	ずっと	23
B	午後	２時	10
B	午後	３時	19
B	半数	腐って	2
B	半球	分ける	2
B	半角英数字	記号	2
B	半額	セール	2
B	卑怯	者	6
B	卒業	証書	3
B	協力	プレイ	3
B	協調	性	4
B	南	向き	7
B	南極	探検	3
B	単独	やってこない	2
B	単語	辞書	12
B	博士	号	4
B	博士	課程	2
B	印刷	術	2
B	印象	与える	7
B	印象	残す	2
B	危うく	溺れる	4
B	危害	加えない	2
B	危害	加える	2
B	危機	乗り切る	3
B	危機	直面して	9
B	危機	脱した	3
B	危機	脱して	2
B	危篤	状態	5
B	危険	さら	17
B	危険	冒した	6
B	危険	冒して	6
B	危険	冒す	11
B	危険	直面して	14
B	危険性	警告した	2
B	即効	性	4
B	即座	逮捕しました	2
B	卵	固ゆで	3
B	卵	抱きます	2
B	卵	産まない	4
B	卵	産む	3
B	厄介	者	11
B	厚い	雲	4
B	原	宿	3
B	原典	忠実	2
B	原因	不明	8
B	原因	調査	9
B	原始	的	6
B	原子	番号	5
B	原子力	発電	2
B	原子力	発電所	11
B	原子爆弾	投下	2
B	原文	忠実	3
B	原料	輸入	2
B	原材料	輸入して	2
B	原油	価格	5
B	原爆	投下	2
B	厳	しすぎる	5
B	厳密	実行した	2
B	参って	しまいます	2
B	参観	者	5
B	友	人たち	34
B	友	人達	17
B	友人	見送り	10
B	友好	的	7
B	友好	関係	6
B	反	社会的	2
B	反乱	起こした	4
B	反乱	鎮めた	2
B	反乱	鎮圧	2
B	反抗的	態度	3
B	反逆	者	8
B	収入	暮	4
B	収容	できる	12
B	収支	合わせる	2
B	収穫	甚大	2
B	収納	室	2
B	取	ろう	43
B	取って	代	7
B	取って	代わった	7
B	取っ手	回した	2
B	取り	付	9
B	取り	戻し	6
B	取り	残	9
B	取り	除	15
B	取り扱い	気を付けて	2
B	取り組	ま	8
B	取り返し	つかない	3
B	取る	つれて	8
B	取れば	取る	3
B	取扱	説明書	2
B	受	けられ	13
B	受け付け	係	2
B	受講	者	5
B	受験	生	5
B	口	がき	14
B	口	つぐ	6
B	口	はさむ	6
B	口	出す	13
B	口	利く	5
B	口	利けない	3
B	口	利けなかった	3
B	口	利ける	4
B	口	塞がらなかった	4
B	口	挟む	7
B	口をきく	間柄	2
B	口出し	させない	2
B	口座	振り込んで	2
B	口座	開設したい	3
B	口数	少ない	3
B	口止め	料	2
B	口火	切った	2
B	口笛	吹いた	4
B	口笛	吹いて	3
B	古	代人	5
B	古	銭	3
B	古い	コイン	8
B	古い	建物	15
B	古くて	ボロボロ	2
B	古今	東西	3
B	古代	オリエント	2
B	古代	史	3
B	古代	文明	4
B	古典	文学	5
B	古典	派	3
B	古本屋	偶然	4
B	句	点	7
B	叩く	音	6
B	叫び声	あげた	7
B	叫び声	聞こえた	6
B	召し	上がり	13
B	召して	いただける	2
B	召し上がって	ください	15
B	召し上がって	下さい	9
B	可	愛	14
B	可能性	ある	46
B	台所	用品	4
B	台湾	国家	3
B	台風	一過	2
B	台風	接近	4
B	史	専攻して	3
B	史上	最高	6
B	右	曲がった	6
B	右	曲がって	18
B	右	曲がり	8
B	右	曲がります	2
B	右	曲がる	10
B	右	曲がれば	3
B	右側	通行	5
B	右腕	骨折した	2
B	右足	負傷した	4
B	右足	骨折	2
B	叶います	ように	5
B	号	室	13
B	号	棟	2
B	号	線	7
B	各地	転々	3
B	各駅	停車	2
B	合わせて	踊った	4
B	合わせて	選択科目	2
B	合唱	コンクール	2
B	合意	達した	5
B	合意	達する	3
B	吉	田	9
B	吉	雄	2
B	同じ	よう	87
B	同じ	ように	31
B	同じく	らい	12
B	同じくらい	速く	9
B	同姓	同名	4
B	同性婚	認め	2
B	同性愛	者	6
B	同意	しようとしまいと	2
B	同意	できない	19
B	同時	株安	2
B	同盟	国	7
B	同胞	諸君	2
B	名	付	15
B	名	俳優	11
B	名付ける	ことにしました	2
B	名前	住所	18
B	名前	呼ばれる	28
B	名前	思い出せない	13
B	名前	書いて	21
B	名前	書けない	6
B	名前	知って	38
B	名古屋	結んで	2
B	名声	増した	3
B	名声	確立した	3
B	名札	付けて	6
B	名札	外した	2
B	名案	思いついた	4
B	名案	浮かんだ	4
B	名詞	修飾	3
B	名詞	句	2
B	向い	いない	15
B	向かい合って	座った	3
B	向かう	途中	6
B	向かって	進んだ	7
B	向き	合い	4
B	向け	出港します	2
B	向け	出発した	15
B	向け	船出	2
B	向こう	岸	4
B	向上	させる	7
B	向上	寄与します	2
B	否	定形	2
B	否定	できない	22
B	含有	量	4
B	吸って	かま	7
B	周り	回る	5
B	周り	石垣	2
B	周り	見渡した	3
B	周り	集まった	6
B	周年	記念	3
B	周年	記念して	2
B	周辺	回転して	2
B	周辺	散策	2
B	味	する	46
B	味	調	4
B	呼び	にやり	4
B	命	危ない	6
B	命	懸け	2
B	命	救った	8
B	命	犠牲	11
B	命	落とした	8
B	命	落としました	6
B	命からがら	逃げた	4
B	命令	厳密	2
B	命令	従う	4
B	和らいで	きました	3
B	和平	交渉	7
B	和平	会談	4
B	和服	限る	2
B	和歌	山	3
B	咳	払い	9
B	哀悼の意	表します	2
B	品揃え	豊富	2
B	品種	改良	2
B	哲学	者	11
B	唇	カサカサ	2
B	唇	ヘルペス	2
B	唾	吐く	3
B	商	才	3
B	商売	上がったり	2
B	商売	繁盛して	2
B	問い	ただした	3
B	問題	ついて	111
B	問題	対処	15
B	問題	抱えて	13
B	問題	解いた	14
B	問題	解く	67
B	問題	解けた	8
B	問題	解けない	9
B	問題	解けなかった	9
B	問題	解決	66
B	問題	解決した	21
B	問題	関して	20
B	善	急げ	2
B	善	悪	8
B	善き	となる	2
B	善人	悪人	5
B	善悪	区別	3
B	善悪の区別	出来なかった	3
B	善意	あふれて	2
B	喉	いがらっぽい	2
B	喉	カラカラ	5
B	喉	刺さった	4
B	喉	渇いた	11
B	喉	渇いて	19
B	喉	渇く	2
B	喉	痛い	9
B	喉	痛くて	4
B	喉	通らない	3
B	喋り	すぎ	6
B	喜び	のあまり	10
B	喜んで	お手伝い	7
B	喜んで	お手伝いします	6
B	喜劇	役者	2
B	喧騒	雑踏	2
B	喫煙	健康	16
B	喫煙	禁	7
B	喫煙	禁止	8
B	喫煙	者	17
B	営業	部	6
B	営業時間	何時	4
B	嗅覚	五感	2
B	嘆き	悲しんだ	3
B	嘆き	悲しんで	2
B	嘘	つい	11
B	嘘	ついた	56
B	嘘	ついている	27
B	嘘	ついてた	5
B	嘘	ついてる	16
B	嘘	つかない	17
B	嘘	つく	72
B	嘘	方便	3
B	噂	かねがね	3
B	噂	広まって	6
B	噛む	癖	3
B	囚人	釈放	3
B	囚人	釈放した	2
B	四人	姉妹	2
B	四方	八方	10
B	四角	形	4
B	回して	ください	13
B	回り	くどい	5
B	回り	回転して	2
B	回る	軌道	4
B	回れ	右	2
B	回復	見込み	10
B	回路	組み	2
B	団	駄	2
B	団結	せよ	3
B	困った	こと	39
B	困った	ことがあった	5
B	困窮者	毛布	3
B	困難	克服	7
B	困難	打ち勝った	4
B	困難	打ち勝つ	5
B	困難	状況	17
B	困難	経験した	5
B	図書	館内	2
B	固有	領土	2
B	国	内線	5
B	国	産品	5
B	国会	解散	2
B	国債	発行	2
B	国境	接する	2
B	国境	越えて	5
B	国外	追放	2
B	国旗	掲げて	2
B	国民	圧迫して	2
B	国王	君臨	2
B	国連	総会	2
B	国際	空港	11
B	国際	貿易	6
B	国際	連盟	2
B	園	精	2
B	園児	性欲	2
B	土	湿り気	2
B	土	産物	3
B	土地	所有した	2
B	土地	所有して	6
B	土地	耕す	3
B	圧倒	された	7
B	圧倒的	多数	3
B	圧力	かけた	5
B	在庫	切れ	4
B	地	団	3
B	地	理学	3
B	地下鉄	乗る	6
B	地区	立ち入る	2
B	地図	広げた	4
B	地図	描いて	5
B	地方	出身者	2
B	地方	検事	2
B	地方自治体	中央	2
B	地球	丸い	15
B	地球	太陽	14
B	地球	平ら	6
B	地球	自転して	2
B	地球	規模	5
B	地理	弱い	3
B	地理	明るい	4
B	地雷	踏んで	2
B	地面	落ちた	8
B	型	ベビーカー	4
B	型	血友病	2
B	垢	抜け	4
B	埃	まみれ	2
B	埋め合わせ	なければならない	9
B	埒	明	3
B	執務	室	2
B	基本的	人権	3
B	基金	設立	2
B	堂々	とした	4
B	報告書	改ざんした	2
B	報告書	発送	2
B	報道	担当官	2
B	報道陣	会見した	2
B	場	ふさわしい	4
B	場合	当てはまらない	7
B	場合	当てはまる	12
B	場合	適用	7
B	場所	戻して	5
B	場面	スロー	2
B	塀	乗り越えた	2
B	塗って	もらった	7
B	塗り	替え	2
B	塩	こしょう	3
B	塩	取って	14
B	塩	回し	4
B	塩分	控える	2
B	境	接して	3
B	境界	線	3
B	墓	掘った	3
B	墓穴	掘って	2
B	増えて	きた	19
B	増える	比例して	2
B	増えれば	増える	2
B	増す	つれて	3
B	増加	深刻	4
B	墜落	事故	15
B	壁	落書き	4
B	壊して	侵入した	2
B	壮観	花火	2
B	声	出して	19
B	声	聞けて	6
B	声	聞こえた	16
B	声	聞こえる	11
B	声	通らなかった	6
B	声明	発表	3
B	売り場	どこ	10
B	売春	宿	2
B	変	思わない	13
B	変わって	しまった	16
B	変わり目	体調	2
B	変化	もたらした	5
B	変換	精度	4
B	変更	加える	4
B	変更	提案します	3
B	変身	たり	2
B	変革	もたらした	3
B	変革	もたらす	2
B	夏	になると	11
B	夕	御飯	2
B	夕	食後	50
B	夕食	招待して	6
B	外	出	37
B	外	出た	20
B	外	出ない	10
B	外	出る	21
B	外	寒い	15
B	外交	関係	6
B	外出	できなかった	17
B	外務	大臣	7
B	外国	行き	18
B	外国	行く	31
B	外国	貿易	8
B	外国人	労働者	7
B	外国語	会得	2
B	外国語	学ぶ	13
B	外国語	習う	4
B	外見	判断	6
B	外見	判断して	3
B	外部	漏れた	2
B	多	すぎ	12
B	多	すぎて	6
B	多	すぎる	27
B	多	大の	8
B	多くて	払える	2
B	多ければ	多い	5
B	多元	環	2
B	多大	影響力	2
B	多大	貢献	2
B	多幸	お祈り	2
B	多幸	祈ります	2
B	多忙	極めて	3
B	多様	価値観	2
B	多湿	避けて	2
B	夜	明ける	5
B	夜明け	前	12
B	夜空	彩る	3
B	夜空	星	7
B	夜空	無数	3
B	夜空	見上げた	3
B	夜遅く	起きて	26
B	夢	叶う	9
B	夢	叶った	5
B	夢	実現	24
B	夢	実現した	13
B	夢	思わなかった	18
B	夢	見た	50
B	夢	見ました	13
B	夢	見る	21
B	夢にも	思わなかった	4
B	夢中	なって	57
B	大	たこ	19
B	大	ファン	9
B	大	儲け	6
B	大	地震	19
B	大	好き	45
B	大	好物	9
B	大	容量	5
B	大	富豪	5
B	大	惨事	6
B	大	政治家	17
B	大	科学者	13
B	大	聖堂	7
B	大	邸宅	5
B	大	都会	21
B	大	金持ち	18
B	大いに	役立つ	13
B	大いに	進歩した	4
B	大き	すぎ	7
B	大き	すぎて	7
B	大き	すぎます	6
B	大きく	変わる	8
B	大きく	見開いて	3
B	大きな	喜び	13
B	大きな	声	41
B	大きな	影響	19
B	大きな	都市	18
B	大の	都市	9
B	大の	防御	3
B	大会	優勝	6
B	大会	優勝した	4
B	大切	にし	14
B	大勝	利	3
B	大地	揺れる	2
B	大声	助け	10
B	大声	叫び	4
B	大声	叫んだ	13
B	大好き	なの	55
B	大学	入学	8
B	大学	入学した	9
B	大学	出た	16
B	大学	卒業	17
B	大学	卒業した	20
B	大学	卒業して	9
B	大学	卒業後	5
B	大学	時代	16
B	大学	進学	12
B	大学	進学しない	5
B	大学院	進学	2
B	大家族	養う	3
B	大幅	値上がりした	2
B	大根	人参	2
B	大概	にしろ	2
B	大気	汚染	21
B	大海	知らず	2
B	大目	見て	8
B	大統領	立候補	4
B	大統領	訪日	2
B	大統領	選	8
B	大群	襲	2
B	大胆	企て	2
B	大胆	発想	3
B	大船	乗った	4
B	大蔵	大臣	2
B	大西洋	太平洋	2
B	大西洋	横断	3
B	大西洋	横断した	2
B	大規模	営んで	2
B	大量	買い込んだ	2
B	大金	寄付した	3
B	大金	稼いだ	4
B	大陸	化石	3
B	大雪	降った	4
B	大麦	小麦	3
B	天	文学者	9
B	天	気がよい	7
B	天	気のよい	9
B	天	気の良い	6
B	天にも昇る	思い	3
B	天の	星	5
B	天の	星空	2
B	天井	ランプ	3
B	天井	見上げた	3
B	天候	許せば	4
B	天文学	恒	2
B	天気	よければ	22
B	天気	良かった	10
B	天気	良ければ	19
B	天気予報	によると	6
B	天気予報	よれば	6
B	天気予報	雨が降る	5
B	天然	パーマ	2
B	天然	資源	31
B	天然痘	免疫	3
B	太った	見苦しい	3
B	太平洋	横断	7
B	太平洋	横断した	2
B	太平洋	面する	2
B	太陽	地平線	11
B	太陽	昇って	4
B	太陽	沈んで	6
B	太陽	西	16
B	太陽	輝いて	8
B	太鼓判	押し	2
B	夫婦	水入らず	3
B	失	せ	12
B	失って	しまった	11
B	失って	倒れて	3
B	失敗	終わった	25
B	失敗して	いた	27
B	失業	率	13
B	失礼	態度	9
B	奇抜	アイデア	2
B	奇数	偶数	2
B	契約	結んだ	3
B	契約書	サインしない	3
B	契約書	署名	5
B	奨学金	申し込む	2
B	奮発して	新車	2
B	女のこ	と	51
B	女の人	生	6
B	女の手	紙	9
B	女性	男性	25
B	女房	亭主	2
B	奴隷	制	4
B	奴隷	制度	7
B	好	かれる	6
B	好き	ですか	219
B	好き	では	161
B	好き	なの	146
B	好む	好	4
B	好天	利用して	3
B	好奇心	旺盛	9
B	好意	的	9
B	好機	逃がす	2
B	好機	逃す	3
B	好況	不況	2
B	好評	博	2
B	妊娠	中絶	4
B	姉さん	姪っ子	2
B	始まり	告げる	4
B	始め	たの	28
B	始め	ましょう	22
B	始め	よう	40
B	始める	止めど	2
B	始業	知らせる	2
B	始発	列車	10
B	始発	電車	12
B	委員長	立候補	4
B	委員長	立候補したい	2
B	姫	路	4
B	姿	消した	15
B	姿	現さなかった	7
B	姿	現した	5
B	姿	現す	4
B	姿	見せない	4
B	姿	見せなかった	9
B	姿	見せる	7
B	姿勢	崩さない	2
B	婚約	破棄した	2
B	嫁	がせ	2
B	嫁	姑	2
B	嫉妬	深い	5
B	嫌	れる	10
B	嫌	予感	7
B	嫌い	なの	50
B	嫌気	さした	2
B	子ども	扱い	6
B	子の年	齢	2
B	子供	向け	16
B	子供	扱い	14
B	子供	時代	29
B	子供の手の届かない	ところ	7
B	子供の頃	思い出す	8
B	子宮	内	4
B	字	書く	11
B	字	汚くて	3
B	字	読めない	4
B	字幕	なし	4
B	字幕	付き	2
B	存じ	上げ	6
B	存在	信じて	11
B	孤児	養子	3
B	孤児院	育った	2
B	孤独	感	4
B	学	ばね	4
B	学	ぼうと	6
B	学	寮	4
B	学	年末	4
B	学	授与	3
B	学	期末	5
B	学べば	学ぶ	4
B	学会	発表した	2
B	学園	区	2
B	学園	祭	10
B	学校	休んだ	29
B	学校	休んで	17
B	学校	行きます	32
B	学校	行く	133
B	学校	通って	20
B	学校	遅刻	22
B	学校	遅刻した	21
B	学業	成績	4
B	学生時代	思い出す	9
B	学級	委員長	8
B	学習	者	12
B	孫の手	背中	2
B	宇宙	塵	3
B	宇宙	旅行	16
B	宇宙	無限	4
B	宇宙	船	12
B	宇宙	飛行	4
B	守る	ため	23
B	守備	位置	2
B	安く	さえあれば	2
B	安く	買え	3
B	安全保障	条約	2
B	安否	尋ねた	5
B	安否	気がかり	2
B	安楽	暮らして	3
B	完成	させる	10
B	完璧	主義者	7
B	完璧	程遠い	3
B	完読	しました	3
B	宗教	哲学	6
B	宙	浮いた	2
B	定めた	法律	3
B	定刻	到着	5
B	定刻	着ける	2
B	定員	オーバー	2
B	定時	到着	3
B	定期	的	16
B	定期的	メンテナンス	2
B	宝くじ	当たった	6
B	実	業界	10
B	実	結ぶ	10
B	実の	重み	2
B	実物	そっくり	4
B	実用	性	3
B	実行	移した	7
B	実行	移す	7
B	実行	移せる	2
B	実話	基づいて	3
B	実質	ＧＮＰ	2
B	客室	乗務員	5
B	客層	変わる	2
B	宣告	された	10
B	宣戦	布告	5
B	室内	装飾	3
B	宮	沢	3
B	害	なる	14
B	害	与える	6
B	害	及ぼす	3
B	家	いる	128
B	家	住んで	56
B	家	出た	37
B	家	帰った	77
B	家	帰って	58
B	家	帰り	29
B	家	帰る	105
B	家	建てた	16
B	家	建てる	23
B	家	着いた	34
B	家の裏	庭	5
B	家事	分担	3
B	家事	切り盛り	2
B	家具	備え付ける	2
B	家宅	捜索した	2
B	家庭科	縫った	2
B	家族	全員	14
B	家族	養う	18
B	家業	継いだ	3
B	家畜	餓死した	3
B	家電	製品	2
B	容体	悪化した	2
B	容態	尋ねた	4
B	容易	では	33
B	容疑	逮捕	5
B	容疑者	逮捕した	5
B	宿題	手伝って	43
B	宿題	済ませて	5
B	宿題	終	20
B	宿題	終えた	11
B	宿題	終えて	12
B	宿題	終わった	19
B	寂	がる	3
B	寄せ	つけない	2
B	寄って	いかない	5
B	寄り	かかって	6
B	寄り	ください	20
B	寄生	ノミ	2
B	密か	想い	4
B	密接	結びついて	2
B	密接	関係	6
B	密集した	一団	2
B	富	勝る	6
B	富士	登山	3
B	富士山	登った	18
B	富士山	登り	5
B	富士山	登る	6
B	寒	すぎる	14
B	寒い	冬	15
B	寒い	日	24
B	寒さ	震えた	3
B	寒さ	震えて	4
B	寝	いた	54
B	寝	しつけ	9
B	寝	しまった	36
B	寝る	前	76
B	寝る	時間	34
B	審査	員	4
B	対して	責任	19
B	対抗	処置	2
B	対照	的	6
B	対立	候補	2
B	対策	講じた	2
B	対策	講じる	3
B	封じ	込	2
B	封筒	切手	7
B	封筒	破って	3
B	専務	取締役	2
B	専業	主婦	8
B	専門	用語	6
B	将来の夢	実現	2
B	尊敬	されて	32
B	尊敬	値する	5
B	小	さい	19
B	小	さく	62
B	小	すぎる	32
B	小	沢	9
B	小	泉	12
B	小	火器	3
B	小	脇	9
B	小さい	おうち	11
B	小さい	白い	9
B	小さい	黒い	10
B	小さな	村	12
B	小さな	町	26
B	小出し	にせよ	2
B	小包	船便	2
B	小型	トラック	4
B	小声	話した	4
B	小屋	丸太	3
B	小屋	作った	9
B	小川	飛び越える	2
B	小説	三部	3
B	小説	書いて	15
B	小説	読む	29
B	小説	読んだ	15
B	小説	読んで	32
B	小躍りして	喜んだ	2
B	小遣	菓子	2
B	小遣い	稼ぎ	3
B	小鳥	さえずって	2
B	少し	休んだ	14
B	少し	離れて	14
B	少なくとも	週	8
B	少年	少女	20
B	少数	民族	6
B	少数	派	9
B	少数意見	尊重	2
B	就く	資格	2
B	就職	内定した	2
B	就職	面接	4
B	尻	しかれて	3
B	尻	しかれる	2
B	尻尾	つかんで	2
B	尻尾	振って	4
B	尽	くされて	3
B	尽	くそ	2
B	尽く	なければならない	8
B	尾	振った	3
B	居て	よろしい	4
B	居心地	悪かった	4
B	屋外	スポーツ	3
B	屋根	垂れ下がって	2
B	屍体	埋まって	3
B	展示	されて	8
B	履	つぶ	3
B	山	田	52
B	山	登った	12
B	山	登る	25
B	山の頂	上	24
B	山小屋	一夜	2
B	山形	県	2
B	山頂	到達	4
B	岩	ぶつかって	2
B	岩	ダイナマイト	2
B	峠	越した	2
B	島	本土	3
B	崩壊	寸前	2
B	嵐	作物	5
B	嵩	張る	2
B	川	下った	7
B	川	沿って	9
B	川	泳いで	57
B	川	泳ぎ	19
B	川	泳ぐ	15
B	川	渡った	9
B	川崎	病	2
B	州	知事	4
B	州	結合して	2
B	工場	見学	4
B	左	曲がった	6
B	左	曲がって	15
B	左	曲がり	8
B	左	曲がる	7
B	左	曲がれば	6
B	左側	通行	10
B	左右	される	9
B	左腕	タトゥー	2
B	巨人	戦	2
B	巨大	蛇	4
B	差	上げ	8
B	差	紙一重	2
B	差別	撤廃	2
B	巻き	込	45
B	市	庁舎	3
B	市	長の	7
B	市内	ぐるっと	2
B	市場	衝撃波	2
B	市場	開拓	3
B	市民権	剥奪	3
B	市長	市政	2
B	市長	立候補	3
